EIC-код,total_kwh,mean_kwh,median_kwh,std_kwh,n_records,mean_price,mean_dist,cv
62Z3386096691495,240383.0,16.448816203640344,16.40052535925765,5.184686604952249,14614,5.039877103508964,1.68384176679896,0.3152011999383158
62Z3402828150471,196305.0,13.432667305323662,12.26730664899232,4.96927946342633,14614,5.039877103508964,1.68384176679896,0.36993988985768267
62Z3405350712029,612533.0,41.914123443273574,41.384944652035855,12.646460923634711,14614,5.039877103508964,1.4176984959627754,0.3017231397132851
62Z3418886958455,205409.00000000003,14.05563158615027,14.262500000000005,3.4087271237321164,14614,5.039877103508964,1.7760958786095522,0.24251682344114006
62Z3423083910179,209209.0,14.315656220062953,14.153458870168484,4.163348426972012,14614,5.039877103508964,1.8445819002326536,0.2908248398098025
62Z3459585554968,232580.0,39.88681186760419,36.736983108836135,16.713983111168805,5831,5.383465886756988,0.8126,0.4190353234208672
62Z3470960064884,507934.0,34.75667168468592,34.31158798283262,9.033502432106,14614,5.039877103508964,1.7509619898727247,0.2599070047344676
62Z3500556180000,261173.0,17.8714246612837,17.90711497203953,4.93128907994495,14614,5.039877103508964,1.897093938004653,0.27593150369416247
62Z3500904013798,176480.0,12.076091419187081,12.291927430406488,2.8177516766933586,14614,5.039877103508964,2.2406445723279047,0.2333330859201991
62Z3522594292484,162841.0,11.142808266046258,11.207559924685164,2.733969586428494,14614,5.039877103508964,1.68384176679896,0.24535732116645076
62Z3550947401928,95436.0,16.367003944434916,16.018090598520708,4.068265135159857,5831,5.383465886756988,1.76339,0.24856504886119626
62Z3584090129468,227380.0,25.959584427446057,21.445266193400137,19.55195405818271,8759,5.530382962237699,1.3952339559310423,0.7531689928561102
62Z3599582761965,254091.0,17.386820856712742,17.70634966561128,4.140993139482082,14614,5.039877103508964,2.1115991302860273,0.2381685055369578
62Z3627036877597,103890.0,7.108936636102368,5.186534504780596,5.104145612634301,14614,5.039877103508964,2.1115991302860273,0.717990027750868
62Z3670413006670,174623.0,11.949021486246066,11.937912103263299,3.16787902085182,14614,5.039877103508964,1.3683091467086357,0.26511618750524557
62Z3714266119413,89296.0,15.31401131881324,15.228179631320993,4.436071757651974,5831,5.383465886756988,0.8126,0.2896740550401884
62Z3735193775209,140404.0,9.607499657862324,9.471957503320052,3.190714774964591,14614,5.039877103508964,1.7509619898727247,0.33210667588767084
62Z3737130651612,263440.0,18.02654988367319,18.803366747325406,4.781763499024755,14614,5.039877103508964,0.7857774127548925,0.2652622675931816
62Z3760655590536,146871.0,10.050020528260571,9.6952030564596,3.7002254069019376,14614,5.039877103508964,1.897093938004653,0.36818088047650604
62Z3769305559380,239980.0,16.421239906938553,16.57415024940442,4.498427636571974,14614,5.039877103508964,2.178163515122485,0.27393958446896755
62Z3777584435448,143743.0,9.835979198029287,9.800802098391104,2.626549444478482,14614,5.039877103508964,1.3683091467086357,0.26703487183103547
62Z3782531100736,150346.0,10.2878062132202,10.236818704101514,2.809497226321046,14614,5.039877103508964,1.7760958786095522,0.27309002211868466
62Z3786741394110,323293.0,22.122143150403723,22.56027972474574,5.408723640835465,14614,5.039877103508964,1.897093938004653,0.24449365525133387
62Z3816201773292,111124.0,8.01182408074982,7.738411999859371,2.7311783613348575,13870,4.986526735229993,1.6402221571737563,0.34089345120509046
62Z3831028766926,213797.0,15.414347512617159,15.50997054853356,4.196707896913723,13870,4.986526735229993,2.3523402126892576,0.27225984709885237
62Z3839853638432,241635.0,16.53448747776105,15.90224008335194,6.639673081114651,14614,5.039877103508964,1.7275544128917475,0.4015650978020962
62Z3896175377334,549090.0000000001,37.5728753250308,38.22577881652244,8.471475000524078,14614,5.039877103508964,1.6436284412207471,0.2254678388928206
62Z3914112748257,138120.0,9.906756562903457,8.991099039860066,3.9672772873306656,13942,4.98531159633625,2.2342241127528335,0.4004617719371861
62Z3914826994899,64302.0,4.4000273710140965,4.439176724105282,1.1449117305758298,14614,5.039877103508964,1.68384176679896,0.2602055928374728
62Z3948925189967,184973.0,12.657246475981935,13.00959259277978,3.066756324374078,14614,5.039877103508964,1.897093938004653,0.2422925341774355
62Z3958647570133,187289.0,12.815724647598193,12.859903632407166,3.36982118834631,14614,5.039877103508964,1.68384176679896,0.2629442564512223
62Z3962336886350,181936.0,12.449432051457507,12.273370258509505,3.6376614658172546,14614,5.039877103508964,2.1115991302860273,0.29219497329529814
62Z3982298183754,250754.0,17.15847817161626,17.005758780111933,5.236981558607184,14614,5.039877103508964,1.7509619898727247,0.3052124731708582
62Z3982836134374,254258.0,17.39824825509785,17.742106352188262,6.5705468404029,14614,5.039877103508964,1.7760958786095522,0.3776556549868558
62Z4015550378470,105036.0,7.1873545914876145,7.429924333435602,2.275721788791351,14614,5.039877103508964,2.1115991302860273,0.31662856755204694
62Z4022724546559,718515.9999999998,49.16627891063362,50.042888913456835,13.910977986645845,14614,5.039877103508964,1.8445819002326536,0.2829373768946585
62Z4026142936382,459508.0000000002,31.44299986314494,32.56300000000004,9.598247253641576,14614,5.039877103508964,1.3683091467086357,0.30525863611671167
62Z4059172108670,348104.0,23.819898727247846,23.850426215432527,6.087978902184618,14614,5.039877103508964,1.68384176679896,0.25558374415842966
62Z4101656497928,230440.0,15.76844122074723,15.794210283259218,4.443773252093566,14614,5.039877103508964,1.5475602449705763,0.281814365154033
62Z4106130995736,62750.0,4.293827836321336,4.2805780300235,1.1754393898124496,14614,5.039877103508964,1.68384176679896,0.2737509361389504
62Z4108523399069,224749.0,15.37902011769536,15.4488052097944,3.752111365736817,14614,5.039877103508964,2.2406445723279047,0.24397597096706924
62Z4150188688382,175813.0,12.03045025318188,11.842358176582776,3.5437888469127907,14614,5.039877103508964,2.178163515122485,0.29456826405774045
62Z4166968219279,227126.0,15.54167236896127,15.596521235724435,4.703554452586109,14614,5.039877103508964,1.4176984959627754,0.3026414623164824
62Z4216533809712,238386.0,16.312166415765706,16.540525885959863,3.8737635195332065,14614,5.039877103508964,2.1115991302860273,0.2374769494620417
62Z4220821460615,148842.0,25.525981821299947,25.890063942592924,7.180028239657426,5831,5.383465886756988,0.8126,0.28128313691997187
62Z4242835948103,238778.0,16.338990009579856,15.809180284864276,5.22170952364289,14614,5.039877103508964,1.897093938004653,0.319585820211733
62Z4272248913477,224393.0,15.354659915149856,15.575577619003433,4.367798415586989,14614,5.039877103508964,1.7275544128917475,0.2844607721514854
62Z4312225157283,247156.0,16.912275899822088,17.2717573439856,3.990078220080962,14614,5.039877103508964,1.3683091467086357,0.23592792854821723
62Z4312238198106,123218.0,8.43150403722458,8.024127490039842,6.861893659396244,14614,5.039877103508964,1.7509619898727247,0.8138398118652851
62Z435223622742X,228560.0,15.639797454495689,15.684116877575672,4.460874245990136,14614,5.039877103508964,2.0967634165868345,0.28522583230180193
62Z4376937874218,226842.0,15.522238948953058,15.37234460995878,4.402884050634976,14614,5.039877103508964,1.68384176679896,0.2836500626690804
62Z4393630336378,203994.0,13.958806623785412,13.839570102589153,3.573518028150145,14614,5.039877103508964,1.912564885041741,0.25600455142497436
62Z4437758189134,517409.0,35.40502258108663,34.0,9.129758135901708,14614,5.039877103508964,1.6871056459559326,0.25786618593427557
62Z4515858754299,237602.0,16.258519228137402,16.448907868661795,3.773059023629551,14614,5.039877103508964,1.912564885041741,0.23206658433566327
62Z4534322132001,541185.0000000001,37.03195565895717,30.717423838936917,23.839222328749738,14614,5.039877103508964,1.4176984959627754,0.6437473232117457
62Z4535568873600,98012.0,6.706719583960585,6.639356325105553,1.8306517140761704,14614,5.039877103508964,1.897093938004653,0.27295784342232743
62Z4548758318973,232102.0,15.882167784316408,15.899114055177572,4.633011948179205,14614,5.039877103508964,1.6436284412207471,0.29171156048069774
62Z4603551328872,219180.0,15.802451333813988,15.154638069705095,5.748756845187927,13870,5.113746682119682,1.7520762191780823,0.3637889289294486
62Z4620750607760,188843.0,12.922061037361434,13.111858819693454,3.1539557825637936,14614,5.039877103508964,2.1115991302860273,0.24407528903050302
62Z4670013981058,312563.0,21.387915697276583,21.36855592162855,5.786087131665541,14614,5.039877103508964,1.3683091467086357,0.27053066851214064
62Z4695844209784,229785.0,15.72362118516491,15.839863248939103,4.893195879614505,14614,5.039877103508964,0.7857774127548925,0.3112003158808729
62Z4714370201362,228369.0,15.626727795264815,15.473864781034637,4.139434488917695,14614,5.039877103508964,1.912564885041741,0.2648945155473957
62Z4799325639679,105498.0,7.218968112768578,7.276187192909644,1.7796645483367648,14614,5.039877103508964,2.1115991302860273,0.2465261683576322
62Z4867412057712,195822.0,13.399616805802655,13.530234350483237,3.901102705643826,14614,5.039877103508964,1.3683091467086357,0.2911353930624693
62Z4869256917783,212018.0,14.50786916655262,13.26276801475925,14.827019519627346,14614,5.039877103508964,2.2406445723279047,1.0219984306041658
62Z4900871168424,3331.0,1.508605072463768,1.5824370920733961,0.9784556617421759,2208,5.5764503464130435,2.13179,0.6485830384649428
